Level	Date and Time	Source	Event ID	Task Category
Information	10.10.2017 08:04:47	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:46.976
ProcessGuid: {E4CEE641-C87E-597E-0000-0010F8B41800}
ProcessId: 5444
Image: C:\Windows\servicing\TrustedInstaller.exe
CommandLine: C:\WINDOWS\servicing\TrustedInstaller.exe
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=F21A69013A67B372675F523262AC1E33,SHA256=C3F910E375C0F4B7FFA6F6D755622FF6B0CAE36DF691C938DE177C94815FE3C8
ParentProcessGuid: {E4CEE641-C4E1-597E-0000-0010333E0000}
ParentProcessId: 572
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\WINDOWS\system32\services.exe"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:46.174
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64337
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 31.13.71.7
DestinationHostname: xx-fbcdn-shv-01-lga3.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.834
ProcessGuid: {E4CEE641-C87B-597E-0000-001043571800}
ProcessId: 6752
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64334
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 23.99.116.116
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.798
ProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ProcessId: 2536
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64336
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 72.247.182.10
DestinationHostname: a72-247-182-10.deploy.akamaitechnologies.com
DestinationPort: 80
DestinationPortName: http"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.659
ProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ProcessId: 2536
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
User: NT AUTHORITY\SYSTEM
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64335
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 104.94.140.129
DestinationHostname: a104-94-140-129.deploy.static.akamaitechnologies.com
DestinationPort: 80
DestinationPortName: http"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.623
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64332
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 31.13.71.7
DestinationHostname: xx-fbcdn-shv-01-lga3.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.623
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64333
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 31.13.71.7
DestinationHostname: xx-fbcdn-shv-01-lga3.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.623
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64330
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 31.13.71.7
DestinationHostname: xx-fbcdn-shv-01-lga3.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:45.623
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64331
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 31.13.71.7
DestinationHostname: xx-fbcdn-shv-01-lga3.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:46	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:46.324
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\index.txt.tmp
CreationUtcTime: 2017-07-14 06:18:57.791
PreviousCreationUtcTime: 2017-10-10 06:04:46.323"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:44.819
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64329
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 31.13.70.1
DestinationHostname: edge-star-shv-01-lax3.facebook.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:45.512
ProcessGuid: {E4CEE641-C87D-597E-0000-0010826E1800}
ProcessId: 4152
Image: C:\Windows\System32\taskhostw.exe
CommandLine: taskhostw.exe -RegisterDevice -AccountChange
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=802F044589D1D0657F4A12B13AFFFAE4,SHA256=3BC9D9E67292B2D4849AD0DB1EAE86DDEDBFC27728CDED9CFA614C4939A5D2D4
ParentProcessGuid: {E4CEE641-C4E3-597E-0000-0010B5BE0000}
ParentProcessId: 1140
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: c:\windows\system32\svchost.exe -k netsvcs -s Schedule"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:04:45.106
ProcessGuid: {E4CEE641-C87D-597E-0000-00102D671800}
ProcessId: 1116
Image: C:\Windows\System32\conhost.exe"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:04:45.105
ProcessGuid: {E4CEE641-C87D-597E-0000-0010FD661800}
ProcessId: 5600
Image: C:\Windows\System32\schtasks.exe"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:45.063
ProcessGuid: {E4CEE641-C87D-597E-0000-00102D671800}
ProcessId: 1116
Image: C:\Windows\System32\conhost.exe
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=9D6E324F3F64EBB93A6D3592DCD478FF,SHA256=1E1C6A5A22AB34375811740E6FD0918F475C1395960E48972059977DDEC75F3B
ParentProcessGuid: {E4CEE641-C87D-597E-0000-0010FD661800}
ParentProcessId: 5600
ParentImage: C:\Windows\System32\schtasks.exe
ParentCommandLine: schtasks.exe /change /tn ""Microsoft\Office\Office ClickToRun Service Monitor"" /enable"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:45.049
ProcessGuid: {E4CEE641-C87D-597E-0000-0010FD661800}
ProcessId: 5600
Image: C:\Windows\System32\schtasks.exe
CommandLine: schtasks.exe /change /tn ""Microsoft\Office\Office ClickToRun Service Monitor"" /enable
CurrentDirectory: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=354FDBF51F7BFA90FCB4B2EE1C4D8312,SHA256=E9ABE33F61FA98C99601FE28DFAE73B9489B49C8BFA3D49B21253C2A5012EB30
ParentProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ParentProcessId: 2536
ParentImage: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
ParentCommandLine: ""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:04:45.048
ProcessGuid: {E4CEE641-C87D-597E-0000-00102D651800}
ProcessId: 956
Image: C:\Windows\System32\conhost.exe"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:04:45.047
ProcessGuid: {E4CEE641-C87C-597E-0000-00101C621800}
ProcessId: 4888
Image: C:\Windows\System32\schtasks.exe"
Information	10.10.2017 08:04:45	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:45.012
ProcessGuid: {E4CEE641-C87D-597E-0000-00102D651800}
ProcessId: 956
Image: C:\Windows\System32\conhost.exe
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=9D6E324F3F64EBB93A6D3592DCD478FF,SHA256=1E1C6A5A22AB34375811740E6FD0918F475C1395960E48972059977DDEC75F3B
ParentProcessGuid: {E4CEE641-C87C-597E-0000-00101C621800}
ParentProcessId: 4888
ParentImage: C:\Windows\System32\schtasks.exe
ParentCommandLine: schtasks.exe /change /tn ""Microsoft\Office\Office Automatic Updates"" /enable"
Information	10.10.2017 08:04:44	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:44.921
ProcessGuid: {E4CEE641-C87C-597E-0000-00101C621800}
ProcessId: 4888
Image: C:\Windows\System32\schtasks.exe
CommandLine: schtasks.exe /change /tn ""Microsoft\Office\Office Automatic Updates"" /enable
CurrentDirectory: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=354FDBF51F7BFA90FCB4B2EE1C4D8312,SHA256=E9ABE33F61FA98C99601FE28DFAE73B9489B49C8BFA3D49B21253C2A5012EB30
ParentProcessGuid: {E4CEE641-C4E9-597E-0000-0010B9AC0100}
ParentProcessId: 2536
ParentImage: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
ParentCommandLine: ""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service"
Information	10.10.2017 08:04:44	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:04:44.711
ProcessGuid: {E4CEE641-C87A-597E-0000-0010A6521800}
ProcessId: 6472
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"
Information	10.10.2017 08:04:44	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:43.976
ProcessGuid: {E4CEE641-C87B-597E-0000-001043571800}
ProcessId: 6752
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe
CommandLine: ""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe"" /update SCHEDULEDTASK displaylevel=False
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=44EA9626CD9129C1E9AA1115114C014E,SHA256=61E60BE18A15A504F1CC6E83EF11E511F594AA85396B67794B56861ADB18538A
ParentProcessGuid: {E4CEE641-C4E3-597E-0000-0010B5BE0000}
ParentProcessId: 1140
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: c:\windows\system32\svchost.exe -k netsvcs -s Schedule"
Information	10.10.2017 08:04:43	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:43.994
ProcessGuid: {E4CEE641-C87B-597E-0000-0010BA571800}
ProcessId: 2628
Image: C:\Windows\System32\taskhostw.exe
CommandLine: taskhostw.exe -RegisterUserDevice -NewAccount
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=802F044589D1D0657F4A12B13AFFFAE4,SHA256=3BC9D9E67292B2D4849AD0DB1EAE86DDEDBFC27728CDED9CFA614C4939A5D2D4
ParentProcessGuid: {E4CEE641-C4E3-597E-0000-0010B5BE0000}
ParentProcessId: 1140
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: c:\windows\system32\svchost.exe -k netsvcs -s Schedule"
Information	10.10.2017 08:04:43	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:43.230
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\IYO0B8Y1QFXGCA456E2I.temp
CreationUtcTime: 2017-07-13 09:31:16.620
PreviousCreationUtcTime: 2017-10-10 06:04:43.211"
Information	10.10.2017 08:04:42	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:42.328
ProcessGuid: {E4CEE641-C87A-597E-0000-0010A6521800}
ProcessId: 6472
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
CommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1348 --primordial-pipe-token=35D82C131F47AAB741F185F8307D38CC --lang=pl --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --device-scale-factor=1 --num-raster-threads=1 --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553 --service-request-channel-token=35D82C131F47AAB741F185F8307D38CC --renderer-client-id=15 --mojo-platform-channel-handle=2476 /prefetch:1
CurrentDirectory: C:\Program Files (x86)\Google\Chrome\Application\59.0.3071.115\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: MD5=D387A06CD4BF5FCC1B50C3882F41A44E,SHA256=34FCB083CD01B1BD89FC467FD3C2CD292DE92F915A5CB43A36EDAED39CE2689A
ParentProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ParentProcessId: 6080
ParentImage: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" "
Information	10.10.2017 08:04:41	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:04:41.434
ProcessGuid: {E4CEE641-C879-597E-0000-0010184C1800}
ProcessId: 6248
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
CommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1348 --primordial-pipe-token=AAA7A888E1AA128358C48734A475055C --lang=pl --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --device-scale-factor=1 --num-raster-threads=1 --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553 --service-request-channel-token=AAA7A888E1AA128358C48734A475055C --renderer-client-id=14 --mojo-platform-channel-handle=5056 /prefetch:1
CurrentDirectory: C:\Program Files (x86)\Google\Chrome\Application\59.0.3071.115\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: MD5=D387A06CD4BF5FCC1B50C3882F41A44E,SHA256=34FCB083CD01B1BD89FC467FD3C2CD292DE92F915A5CB43A36EDAED39CE2689A
ParentProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ParentProcessId: 6080
ParentImage: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" "
Information	10.10.2017 08:04:41	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:41.346
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
Information	10.10.2017 08:04:41	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:41.239
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
Information	10.10.2017 08:04:41	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:41.049
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
Information	10.10.2017 08:04:41	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:41.040
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
Information	10.10.2017 08:04:40	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:40.910
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
Information	10.10.2017 08:04:40	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:40.824
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
Information	10.10.2017 08:04:40	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:40.111
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64328
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:04:40	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:04:40.694
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 05:39:43.779"
